dato,skole,elevdag,laererdag,sfodag,kommentar
2016-09-02,St. Svithun skole,Ja,Ja,Nei,
2016-09-03,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-09-04,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-09-05,St. Svithun skole,Ja,Ja,Nei,
2016-09-06,St. Svithun skole,Ja,Ja,Nei,
2016-09-07,St. Svithun skole,Ja,Ja,Nei,
2016-09-08,St. Svithun skole,Ja,Ja,Nei,
2016-09-09,St. Svithun skole,Ja,Ja,Nei,
2016-09-10,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-09-11,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-09-12,St. Svithun skole,Ja,Ja,Nei,
2016-09-13,St. Svithun skole,Ja,Ja,Nei,
2016-09-14,St. Svithun skole,Ja,Ja,Nei,
2016-09-15,St. Svithun skole,Ja,Ja,Nei,
2016-09-16,St. Svithun skole,Ja,Ja,Nei,
2016-09-17,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-09-18,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-09-19,St. Svithun skole,Ja,Ja,Nei,
2016-09-20,St. Svithun skole,Ja,Ja,Nei,
2016-09-21,St. Svithun skole,Ja,Ja,Nei,
2016-09-22,St. Svithun skole,Ja,Ja,Nei,
2016-09-23,St. Svithun skole,Ja,Ja,Nei,
2016-09-24,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-09-25,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-09-26,St. Svithun skole,Ja,Ja,Nei,
2016-09-27,St. Svithun skole,Ja,Ja,Nei,
2016-09-28,St. Svithun skole,Ja,Ja,Nei,
2016-09-29,St. Svithun skole,Ja,Ja,Nei,
2016-09-30,St. Svithun skole,Ja,Ja,Nei,
2016-10-01,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-10-02,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-10-03,St. Svithun skole,Ja,Ja,Nei,
2016-10-04,St. Svithun skole,Ja,Ja,Nei,
2016-10-05,St. Svithun skole,Ja,Ja,Nei,
2016-10-06,St. Svithun skole,Ja,Ja,Nei,
2016-10-07,St. Svithun skole,Ja,Ja,Nei,
2016-10-08,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-10-09,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-10-10,St. Svithun skole,Nei,Nei,Nei,Høstferie
2016-10-11,St. Svithun skole,Nei,Nei,Nei,Høstferie
2016-10-12,St. Svithun skole,Nei,Nei,Nei,Høstferie
2016-10-13,St. Svithun skole,Nei,Nei,Nei,Høstferie
2016-10-14,St. Svithun skole,Nei,Nei,Nei,Høstferie
2016-10-15,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-10-16,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-10-17,St. Svithun skole,Ja,Ja,Nei,
2016-10-18,St. Svithun skole,Ja,Ja,Nei,
2016-10-19,St. Svithun skole,Ja,Ja,Nei,
2016-10-20,St. Svithun skole,Ja,Ja,Nei,
2016-10-21,St. Svithun skole,Ja,Ja,Nei,
2016-10-22,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-10-23,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-10-24,St. Svithun skole,Ja,Ja,Nei,
2016-10-25,St. Svithun skole,Ja,Ja,Nei,
2016-10-26,St. Svithun skole,Ja,Ja,Nei,
2016-10-27,St. Svithun skole,Ja,Ja,Nei,
2016-10-28,St. Svithun skole,Ja,Ja,Nei,
2016-10-29,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-10-30,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-10-31,St. Svithun skole,Ja,Ja,Nei,
2016-11-01,St. Svithun skole,Ja,Ja,Nei,
2016-11-02,St. Svithun skole,Ja,Ja,Nei,
2016-11-03,St. Svithun skole,Ja,Ja,Nei,
2016-11-04,St. Svithun skole,Ja,Ja,Nei,
2016-11-05,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-11-06,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-11-07,St. Svithun skole,Ja,Ja,Nei,
2016-11-08,St. Svithun skole,Ja,Ja,Nei,
2016-11-09,St. Svithun skole,Ja,Ja,Nei,
2016-11-10,St. Svithun skole,Ja,Ja,Nei,
2016-11-11,St. Svithun skole,Ja,Ja,Nei,
2016-11-12,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-11-13,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-11-14,St. Svithun skole,Ja,Ja,Nei,
2016-11-15,St. Svithun skole,Ja,Ja,Nei,
2016-11-16,St. Svithun skole,Ja,Ja,Nei,
2016-11-17,St. Svithun skole,Ja,Ja,Nei,
2016-11-18,St. Svithun skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-11-20,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-11-21,St. Svithun skole,Ja,Ja,Nei,
2016-11-22,St. Svithun skole,Ja,Ja,Nei,
2016-11-23,St. Svithun skole,Ja,Ja,Nei,
2016-11-24,St. Svithun skole,Ja,Ja,Nei,
2016-11-25,St. Svithun skole,Ja,Ja,Nei,
2016-11-26,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-11-27,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-11-28,St. Svithun skole,Ja,Ja,Nei,
2016-11-29,St. Svithun skole,Ja,Ja,Nei,
2016-11-30,St. Svithun skole,Ja,Ja,Nei,
2016-12-01,St. Svithun skole,Ja,Ja,Nei,
2016-12-02,St. Svithun skole,Ja,Ja,Nei,
2016-12-03,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-12-04,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-12-05,St. Svithun skole,Ja,Ja,Nei,
2016-12-06,St. Svithun skole,Ja,Ja,Nei,
2016-12-07,St. Svithun skole,Ja,Ja,Nei,
2016-12-08,St. Svithun skole,Ja,Ja,Nei,
2016-12-09,St. Svithun skole,Ja,Ja,Nei,
2016-12-10,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-12-11,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-12-12,St. Svithun skole,Ja,Ja,Nei,
2016-12-13,St. Svithun skole,Ja,Ja,Nei,
2016-12-14,St. Svithun skole,Ja,Ja,Nei,
2016-12-15,St. Svithun skole,Ja,Ja,Nei,
2016-12-16,St. Svithun skole,Ja,Ja,Nei,
2016-12-17,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-12-18,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-12-19,St. Svithun skole,Ja,Ja,Nei,
2016-12-20,St. Svithun skole,Ja,Ja,Nei,
2016-12-21,St. Svithun skole,Ja,Ja,Nei,
2016-12-22,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-23,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-24,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-12-25,St. Svithun skole,Nei,Nei,Nei,1. juledag
2016-12-26,St. Svithun skole,Nei,Nei,Nei,2. juledag
2016-12-27,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-28,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-29,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-30,St. Svithun skole,Nei,Nei,Nei,Juleferie
2016-12-31,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-01-01,St. Svithun skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,St. Svithun skole,Ja,Ja,Nei,
2017-01-03,St. Svithun skole,Ja,Ja,Nei,
2017-01-04,St. Svithun skole,Ja,Ja,Nei,
2017-01-05,St. Svithun skole,Ja,Ja,Nei,
2017-01-06,St. Svithun skole,Ja,Ja,Nei,
2017-01-07,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-01-08,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-01-09,St. Svithun skole,Ja,Ja,Nei,
2017-01-10,St. Svithun skole,Ja,Ja,Nei,
2017-01-11,St. Svithun skole,Ja,Ja,Nei,
2017-01-12,St. Svithun skole,Ja,Ja,Nei,
2017-01-13,St. Svithun skole,Ja,Ja,Nei,
2017-01-14,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-01-15,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-01-16,St. Svithun skole,Ja,Ja,Nei,
2017-01-17,St. Svithun skole,Ja,Ja,Nei,
2017-01-18,St. Svithun skole,Ja,Ja,Nei,
2017-01-19,St. Svithun skole,Ja,Ja,Nei,
2017-01-20,St. Svithun skole,Ja,Ja,Nei,
2017-01-21,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-01-22,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-01-23,St. Svithun skole,Ja,Ja,Nei,
2017-01-24,St. Svithun skole,Ja,Ja,Nei,
2017-01-25,St. Svithun skole,Ja,Ja,Nei,
2017-01-26,St. Svithun skole,Ja,Ja,Nei,
2017-01-27,St. Svithun skole,Ja,Ja,Nei,
2017-01-28,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-01-29,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-01-30,St. Svithun skole,Ja,Ja,Nei,
2017-01-31,St. Svithun skole,Ja,Ja,Nei,
2017-02-01,St. Svithun skole,Ja,Ja,Nei,
2017-02-02,St. Svithun skole,Ja,Ja,Nei,
2017-02-03,St. Svithun skole,Ja,Ja,Nei,
2017-02-04,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-02-05,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-02-06,St. Svithun skole,Ja,Ja,Nei,
2017-02-07,St. Svithun skole,Ja,Ja,Nei,
2017-02-08,St. Svithun skole,Ja,Ja,Nei,
2017-02-09,St. Svithun skole,Ja,Ja,Nei,
2017-02-10,St. Svithun skole,Ja,Ja,Nei,
2017-02-11,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-02-12,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-02-13,St. Svithun skole,Ja,Ja,Nei,
2017-02-14,St. Svithun skole,Ja,Ja,Nei,
2017-02-15,St. Svithun skole,Ja,Ja,Nei,
2017-02-16,St. Svithun skole,Ja,Ja,Nei,
2017-02-17,St. Svithun skole,Ja,Ja,Nei,
2017-02-18,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-02-19,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-02-20,St. Svithun skole,Ja,Ja,Nei,
2017-02-21,St. Svithun skole,Ja,Ja,Nei,
2017-02-22,St. Svithun skole,Ja,Ja,Nei,
2017-02-23,St. Svithun skole,Ja,Ja,Nei,
2017-02-24,St. Svithun skole,Ja,Ja,Nei,
2017-02-25,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-02-26,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-02-27,St. Svithun skole,Nei,Nei,Nei,Vinterferie
2017-02-28,St. Svithun skole,Nei,Nei,Nei,Vinterferie
2017-03-01,St. Svithun skole,Nei,Nei,Nei,Vinterferie
2017-03-02,St. Svithun skole,Nei,Nei,Nei,Vinterferie
2017-03-03,St. Svithun skole,Nei,Nei,Nei,Vinterferie
2017-03-04,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-03-05,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-03-06,St. Svithun skole,Ja,Ja,Nei,
2017-03-07,St. Svithun skole,Ja,Ja,Nei,
2017-03-08,St. Svithun skole,Ja,Ja,Nei,
2017-03-09,St. Svithun skole,Ja,Ja,Nei,
2017-03-10,St. Svithun skole,Ja,Ja,Nei,
2017-03-11,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-03-12,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-03-13,St. Svithun skole,Ja,Ja,Nei,
2017-03-14,St. Svithun skole,Ja,Ja,Nei,
2017-03-15,St. Svithun skole,Ja,Ja,Nei,
2017-03-16,St. Svithun skole,Ja,Ja,Nei,
2017-03-17,St. Svithun skole,Ja,Ja,Nei,
2017-03-18,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-03-19,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-03-20,St. Svithun skole,Ja,Ja,Nei,
2017-03-21,St. Svithun skole,Ja,Ja,Nei,
2017-03-22,St. Svithun skole,Ja,Ja,Nei,
2017-03-23,St. Svithun skole,Ja,Ja,Nei,
2017-03-24,St. Svithun skole,Ja,Ja,Nei,
2017-03-25,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-03-26,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-03-27,St. Svithun skole,Ja,Ja,Nei,
2017-03-28,St. Svithun skole,Ja,Ja,Nei,
2017-03-29,St. Svithun skole,Ja,Ja,Nei,
2017-03-30,St. Svithun skole,Ja,Ja,Nei,
2017-03-31,St. Svithun skole,Ja,Ja,Nei,
2017-04-01,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-04-02,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-04-03,St. Svithun skole,Ja,Ja,Nei,
2017-04-04,St. Svithun skole,Ja,Ja,Nei,
2017-04-05,St. Svithun skole,Ja,Ja,Nei,
2017-04-06,St. Svithun skole,Ja,Ja,Nei,
2017-04-07,St. Svithun skole,Ja,Ja,Nei,
2017-04-08,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-04-09,St. Svithun skole,Nei,Nei,Nei,Palmesøndag
2017-04-10,St. Svithun skole,Nei,Nei,Nei,Påskeferie
2017-04-11,St. Svithun skole,Nei,Nei,Nei,Påskeferie
2017-04-12,St. Svithun skole,Nei,Nei,Nei,Påskeferie
2017-04-13,St. Svithun skole,Nei,Nei,Nei,Skjærtorsdag
2017-04-14,St. Svithun skole,Nei,Nei,Nei,Langfredag
2017-04-15,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-04-16,St. Svithun skole,Nei,Nei,Nei,1. påskedag
2017-04-17,St. Svithun skole,Nei,Nei,Nei,2. påskedag
2017-04-18,St. Svithun skole,Nei,Ja,Nei,Planleggingsdag
2017-04-19,St. Svithun skole,Ja,Ja,Nei,
2017-04-20,St. Svithun skole,Ja,Ja,Nei,
2017-04-21,St. Svithun skole,Ja,Ja,Nei,
2017-04-22,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-04-23,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-04-24,St. Svithun skole,Ja,Ja,Nei,
2017-04-25,St. Svithun skole,Ja,Ja,Nei,
2017-04-26,St. Svithun skole,Ja,Ja,Nei,
2017-04-27,St. Svithun skole,Ja,Ja,Nei,
2017-04-28,St. Svithun skole,Ja,Ja,Nei,
2017-04-29,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-04-30,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-05-01,St. Svithun skole,Nei,Nei,Nei,Off. Høytidsdag
2017-05-02,St. Svithun skole,Ja,Ja,Nei,
2017-05-03,St. Svithun skole,Ja,Ja,Nei,
2017-05-04,St. Svithun skole,Ja,Ja,Nei,
2017-05-05,St. Svithun skole,Ja,Ja,Nei,
2017-05-06,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-05-07,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-05-08,St. Svithun skole,Ja,Ja,Nei,
2017-05-09,St. Svithun skole,Ja,Ja,Nei,
2017-05-10,St. Svithun skole,Ja,Ja,Nei,
2017-05-11,St. Svithun skole,Ja,Ja,Nei,
2017-05-12,St. Svithun skole,Ja,Ja,Nei,
2017-05-13,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-05-14,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-05-15,St. Svithun skole,Ja,Ja,Nei,
2017-05-16,St. Svithun skole,Ja,Ja,Nei,
2017-05-17,St. Svithun skole,Nei,Nei,Nei,Grunnlovsdag
2017-05-18,St. Svithun skole,Ja,Ja,Nei,
2017-05-19,St. Svithun skole,Ja,Ja,Nei,
2017-05-20,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-05-21,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-05-22,St. Svithun skole,Ja,Ja,Nei,
2017-05-23,St. Svithun skole,Ja,Ja,Nei,
2017-05-24,St. Svithun skole,Ja,Ja,Nei,
2017-05-25,St. Svithun skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,St. Svithun skole,Nei,Nei,Nei,fridag
2017-05-27,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-05-28,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-05-29,St. Svithun skole,Ja,Ja,Nei,
2017-05-30,St. Svithun skole,Ja,Ja,Nei,
2017-05-31,St. Svithun skole,Ja,Ja,Nei,
2017-06-01,St. Svithun skole,Ja,Ja,Nei,
2017-06-02,St. Svithun skole,Ja,Ja,Nei,
2017-06-03,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-06-04,St. Svithun skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,St. Svithun skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,St. Svithun skole,Ja,Ja,Nei,
2017-06-07,St. Svithun skole,Ja,Ja,Nei,
2017-06-08,St. Svithun skole,Ja,Ja,Nei,
2017-06-09,St. Svithun skole,Ja,Ja,Nei,
2017-06-10,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-06-11,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-06-12,St. Svithun skole,Ja,Ja,Nei,
2017-06-13,St. Svithun skole,Ja,Ja,Nei,
2017-06-14,St. Svithun skole,Ja,Ja,Nei,
2017-06-15,St. Svithun skole,Ja,Ja,Nei,
2017-06-16,St. Svithun skole,Ja,Ja,Nei,
2017-06-17,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-06-18,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-06-19,St. Svithun skole,Ja,Ja,Nei,
2017-06-20,St. Svithun skole,Ja,Ja,Nei,
2017-06-21,St. Svithun skole,Ja,Ja,Nei,siste skoledag
2017-06-22,St. Svithun skole,Nei,Nei,Nei,
2017-06-23,St. Svithun skole,Nei,Nei,Nei,
2017-06-24,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-06-25,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-06-26,St. Svithun skole,Nei,Nei,Nei,
2017-06-27,St. Svithun skole,Nei,Nei,Nei,
2017-06-28,St. Svithun skole,Nei,Nei,Nei,
2017-06-29,St. Svithun skole,Nei,Nei,Nei,
2017-06-30,St. Svithun skole,Nei,Nei,Nei,
2017-07-01,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-07-02,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-07-03,St. Svithun skole,Nei,Nei,Nei,
2017-07-04,St. Svithun skole,Nei,Nei,Nei,
2017-07-05,St. Svithun skole,Nei,Nei,Nei,
2017-07-06,St. Svithun skole,Nei,Nei,Nei,
2017-07-07,St. Svithun skole,Nei,Nei,Nei,
2017-07-08,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-07-09,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-07-10,St. Svithun skole,Nei,Nei,Nei,
2017-07-11,St. Svithun skole,Nei,Nei,Nei,
2017-07-12,St. Svithun skole,Nei,Nei,Nei,
2017-07-13,St. Svithun skole,Nei,Nei,Nei,
2017-07-14,St. Svithun skole,Nei,Nei,Nei,
2017-07-15,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-07-16,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-07-17,St. Svithun skole,Nei,Nei,Nei,
2017-07-18,St. Svithun skole,Nei,Nei,Nei,
2017-07-19,St. Svithun skole,Nei,Nei,Nei,
2017-07-20,St. Svithun skole,Nei,Nei,Nei,
2017-07-21,St. Svithun skole,Nei,Nei,Nei,
2017-07-22,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-07-23,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-07-24,St. Svithun skole,Nei,Nei,Nei,
2017-07-25,St. Svithun skole,Nei,Nei,Nei,
2017-07-26,St. Svithun skole,Nei,Nei,Nei,
2017-07-27,St. Svithun skole,Nei,Nei,Nei,
2017-07-28,St. Svithun skole,Nei,Nei,Nei,
2017-07-29,St. Svithun skole,Nei,Nei,Nei,Lørdag
2017-07-30,St. Svithun skole,Nei,Nei,Nei,Søndag
2017-07-31,St. Svithun skole,Nei,Nei,Nei,
2016-08-01,Sunde skole,Nei,Nei,Nei,Planleggingsdag
2016-08-02,Sunde skole,Nei,Nei,Nei,Planleggingsdag
2016-08-03,Sunde skole,Nei,Nei,Ja,første dag - sfo 
2016-08-04,Sunde skole,Nei,Nei,Ja,
2016-08-05,Sunde skole,Nei,Nei,Ja,
2016-08-06,Sunde skole,Nei,Nei,Nei,Lørdag
2016-08-07,Sunde skole,Nei,Nei,Nei,Søndag
2016-08-08,Sunde skole,Nei,Nei,Ja,
2016-08-09,Sunde skole,Nei,Nei,Ja,
2016-08-10,Sunde skole,Nei,Nei,Ja,
2016-08-11,Sunde skole,Nei,Nei,Ja,
2016-08-12,Sunde skole,Nei,Nei,Ja,
2016-08-13,Sunde skole,Nei,Nei,Nei,Lørdag
2016-08-14,Sunde skole,Nei,Nei,Nei,Søndag
2016-08-15,Sunde skole,Nei,Ja,Ja,Planleggingsdag
2016-08-16,Sunde skole,Nei,Ja,Ja,Planleggingsdag
2016-08-17,Sunde skole,Nei,Ja,Nei,Planleggingsdag
2016-08-18,Sunde skole,Ja,Ja,Ja,første skoledag
2016-08-19,Sunde skole,Ja,Ja,Ja,
2016-08-20,Sunde skole,Nei,Nei,Nei,Lørdag
2016-08-21,Sunde skole,Nei,Nei,Nei,Søndag
2016-08-22,Sunde skole,Ja,Ja,Ja,
2016-08-23,Sunde skole,Ja,Ja,Ja,
2016-08-24,Sunde skole,Ja,Ja,Ja,
2016-08-25,Sunde skole,Ja,Ja,Ja,
2016-08-26,Sunde skole,Ja,Ja,Ja,
2016-08-27,Sunde skole,Nei,Nei,Nei,Lørdag
2016-08-28,Sunde skole,Nei,Nei,Nei,Søndag
2016-08-29,Sunde skole,Ja,Ja,Ja,
2016-08-30,Sunde skole,Ja,Ja,Ja,
2016-08-31,Sunde skole,Ja,Ja,Ja,
2016-09-01,Sunde skole,Ja,Ja,Ja,
2016-09-02,Sunde skole,Ja,Ja,Ja,
2016-09-03,Sunde skole,Nei,Nei,Nei,Lørdag
2016-09-04,Sunde skole,Nei,Nei,Nei,Søndag
2016-09-05,Sunde skole,Ja,Ja,Ja,
2016-09-06,Sunde skole,Ja,Ja,Ja,
2016-09-07,Sunde skole,Ja,Ja,Ja,
2016-09-08,Sunde skole,Ja,Ja,Ja,
2016-09-09,Sunde skole,Ja,Ja,Ja,
2016-09-10,Sunde skole,Nei,Nei,Nei,Lørdag
2016-09-11,Sunde skole,Nei,Nei,Nei,Søndag
2016-09-12,Sunde skole,Ja,Ja,Ja,
2016-09-13,Sunde skole,Ja,Ja,Ja,
2016-09-14,Sunde skole,Ja,Ja,Ja,
2016-09-15,Sunde skole,Ja,Ja,Ja,
2016-09-16,Sunde skole,Ja,Ja,Ja,
2016-09-17,Sunde skole,Nei,Nei,Nei,Lørdag
2016-09-18,Sunde skole,Nei,Nei,Nei,Søndag
2016-09-19,Sunde skole,Ja,Ja,Ja,
2016-09-20,Sunde skole,Ja,Ja,Ja,
2016-09-21,Sunde skole,Ja,Ja,Ja,
2016-09-22,Sunde skole,Ja,Ja,Ja,
2016-09-23,Sunde skole,Ja,Ja,Ja,
2016-09-24,Sunde skole,Nei,Nei,Nei,Lørdag
2016-09-25,Sunde skole,Nei,Nei,Nei,Søndag
2016-09-26,Sunde skole,Ja,Ja,Ja,
2016-09-27,Sunde skole,Ja,Ja,Ja,
2016-09-28,Sunde skole,Ja,Ja,Ja,
2016-09-29,Sunde skole,Ja,Ja,Ja,
2016-09-30,Sunde skole,Ja,Ja,Ja,
2016-10-01,Sunde skole,Nei,Nei,Nei,Lørdag
2016-10-02,Sunde skole,Nei,Nei,Nei,Søndag
2016-10-03,Sunde skole,Ja,Ja,Ja,
2016-10-04,Sunde skole,Ja,Ja,Ja,
2016-10-05,Sunde skole,Ja,Ja,Ja,
2016-10-06,Sunde skole,Ja,Ja,Ja,
2016-10-07,Sunde skole,Ja,Ja,Ja,
2016-10-08,Sunde skole,Nei,Nei,Nei,Lørdag
2016-10-09,Sunde skole,Nei,Nei,Nei,Søndag
2016-10-10,Sunde skole,Nei,Nei,Ja,Høstferie
2016-10-11,Sunde skole,Nei,Nei,Ja,Høstferie
2016-10-12,Sunde skole,Nei,Nei,Ja,Høstferie
2016-10-13,Sunde skole,Nei,Nei,Ja,Høstferie
2016-10-14,Sunde skole,Nei,Nei,Ja,Høstferie
2016-10-15,Sunde skole,Nei,Nei,Nei,Lørdag
2016-10-16,Sunde skole,Nei,Nei,Nei,Søndag
2016-10-17,Sunde skole,Ja,Ja,Ja,
2016-10-18,Sunde skole,Ja,Ja,Ja,
2016-10-19,Sunde skole,Ja,Ja,Ja,
2016-10-20,Sunde skole,Ja,Ja,Ja,
2016-10-21,Sunde skole,Ja,Ja,Ja,
2016-10-22,Sunde skole,Nei,Nei,Nei,Lørdag
2016-10-23,Sunde skole,Nei,Nei,Nei,Søndag
2016-10-24,Sunde skole,Ja,Ja,Ja,
2016-10-25,Sunde skole,Ja,Ja,Ja,
2016-10-26,Sunde skole,Ja,Ja,Ja,
2016-10-27,Sunde skole,Ja,Ja,Ja,
2016-10-28,Sunde skole,Ja,Ja,Ja,
2016-10-29,Sunde skole,Nei,Nei,Nei,Lørdag
2016-10-30,Sunde skole,Nei,Nei,Nei,Søndag
2016-10-31,Sunde skole,Ja,Ja,Ja,
2016-11-01,Sunde skole,Ja,Ja,Ja,
2016-11-02,Sunde skole,Ja,Ja,Ja,
2016-11-03,Sunde skole,Ja,Ja,Ja,
2016-11-04,Sunde skole,Ja,Ja,Ja,
2016-11-05,Sunde skole,Nei,Nei,Nei,Lørdag
2016-11-06,Sunde skole,Nei,Nei,Nei,Søndag
2016-11-07,Sunde skole,Ja,Ja,Ja,
2016-11-08,Sunde skole,Ja,Ja,Ja,
2016-11-09,Sunde skole,Ja,Ja,Ja,
2016-11-10,Sunde skole,Ja,Ja,Ja,
2016-11-11,Sunde skole,Ja,Ja,Ja,
2016-11-12,Sunde skole,Nei,Nei,Nei,Lørdag
2016-11-13,Sunde skole,Nei,Nei,Nei,Søndag
2016-11-14,Sunde skole,Ja,Ja,Ja,
2016-11-15,Sunde skole,Ja,Ja,Ja,
2016-11-16,Sunde skole,Ja,Ja,Ja,
2016-11-17,Sunde skole,Ja,Ja,Ja,
2016-11-18,Sunde skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,Sunde skole,Nei,Nei,Nei,Lørdag
2016-11-20,Sunde skole,Nei,Nei,Nei,Søndag
2016-11-21,Sunde skole,Ja,Ja,Ja,
2016-11-22,Sunde skole,Ja,Ja,Ja,
2016-11-23,Sunde skole,Ja,Ja,Ja,
2016-11-24,Sunde skole,Ja,Ja,Ja,
2016-11-25,Sunde skole,Ja,Ja,Ja,
2016-11-26,Sunde skole,Nei,Nei,Nei,Lørdag
2016-11-27,Sunde skole,Nei,Nei,Nei,Søndag
2016-11-28,Sunde skole,Ja,Ja,Ja,
2016-11-29,Sunde skole,Ja,Ja,Ja,
2016-11-30,Sunde skole,Ja,Ja,Ja,
2016-12-01,Sunde skole,Ja,Ja,Ja,
2016-12-02,Sunde skole,Ja,Ja,Ja,
2016-12-03,Sunde skole,Nei,Nei,Nei,Lørdag
2016-12-04,Sunde skole,Nei,Nei,Nei,Søndag
2016-12-05,Sunde skole,Ja,Ja,Ja,
