Dato,Skole ,Elevdag ,SFOdag ,Kommentar 
01.06.2016,Bærland skole ,Ja ,Ja 
02.06.2016,Bærland skole ,Ja ,Ja 
03.06.2016,Bærland skole ,Ja ,Ja 
04.06.2016,Bærland skole ,Nei,Nei,Lørdag 
05.06.2016,Bærland skole ,Nei,Nei,Søndag 
06.06.2016,Bærland skole ,Ja ,Ja 
07.06.2016,Bærland skole ,Ja ,Ja 
08.06.2016,Bærland skole ,Ja ,Ja 
09.06.2016,Bærland skole ,Ja ,Ja 
10.06.2016,Bærland skole ,Ja ,Ja 
11.06.2016,Bærland skole ,Nei,Nei,Lørdag 
12.06.2016,Bærland skole ,Nei,Nei,Søndag 
13.06.2016,Bærland skole ,Ja ,Ja 
14.06.2016,Bærland skole ,Ja ,Ja 
15.06.2016,Bærland skole ,Ja ,Ja 
16.06.2016,Bærland skole ,Ja ,Ja 
17.06.2016,Bærland skole ,Ja ,Ja 
18.06.2016,Bærland skole ,Nei,Nei,Lørdag 
19.06.2016,Bærland skole ,Nei,Nei,Søndag 
20.06.2016,Bærland skole ,Ja ,Ja 
21.06.2016,Bærland skole ,Ja ,Ja 
22.06.2016,Bærland skole ,Ja ,Ja ,Siste skoledag før sommerferien 
23.06.2016,Bærland skole ,Nei,Ja ,Sommerferie
24.06.2016,Bærland skole ,Nei,Ja ,Sommerferie
25.06.2016,Bærland skole ,Nei,Nei,Lørdag 
26.06.2016,Bærland skole ,Nei,Nei,Søndag 
27.06.2016,Bærland skole ,Nei,Ja,Sommerferie
28.06.2016,Bærland skole ,Nei,Ja,Sommerferie
29.06.2016,Bærland skole ,Nei,Ja,Sommerferie
30.06.2016,Bærland skole ,Nei,Ja,Sommerferie
01.07.2016,Bærland skole ,Nei,Nei ,Sommerferie
02.07.2016,Bærland skole ,Nei,Nei,Lørdag 
03.07.2016,Bærland skole ,Nei,Nei,Søndag 
04.07.2016,Bærland skole ,Nei,Nei,Sommerferie
05.07.2016,Bærland skole ,Nei,Nei,Sommerferie
06.07.2016,Bærland skole ,Nei,Nei,Sommerferie
07.07.2016,Bærland skole ,Nei,Nei,Sommerferie
08.07.2016,Bærland skole ,Nei,Nei,Sommerferie
09.07.2016,Bærland skole ,Nei,Nei,Lørdag 
10.07.2016,Bærland skole ,Nei,Nei,Søndag 
11.07.2016,Bærland skole ,Nei,Nei,Sommerferie
12.07.2016,Bærland skole ,Nei,Nei,Sommerferie
13.07.2016,Bærland skole ,Nei,Nei,Sommerferie
14.07.2016,Bærland skole ,Nei,Nei,Sommerferie
15.07.2016,Bærland skole ,Nei,Nei,Sommerferie
16.07.2016,Bærland skole ,Nei,Nei,Lørdag 
17.07.2016,Bærland skole ,Nei,Nei,Søndag 
18.07.2016,Bærland skole ,Nei,Nei,Sommerferie
19.07.2016,Bærland skole ,Nei,Nei,Sommerferie
20.07.2016,Bærland skole ,Nei,Nei,Sommerferie
21.07.2016,Bærland skole ,Nei,Nei,Sommerferie
22.07.2016,Bærland skole ,Nei,Nei,Sommerferie
23.07.2016,Bærland skole ,Nei,Nei,Lørdag 
24.07.2016,Bærland skole ,Nei,Nei,Søndag 
25.07.2016,Bærland skole ,Nei,Nei,Sommerferie
26.07.2016,Bærland skole ,Nei,Nei,Sommerferie
27.07.2016,Bærland skole ,Nei,Nei,Sommerferie
28.07.2016,Bærland skole ,Nei,Nei,Sommerferie
29.07.2016,Bærland skole ,Nei,Nei ,Sommerferie
30.07.2016,Bærland skole ,Nei,Nei,Lørdag 
31.07.2016,Bærland skole ,Nei,Nei,Søndag 
01.08.2016,Bærland skole ,Nei,Ja,Sommerferie
02.08.2016,Bærland skole ,Nei,Ja,Sommerferie
03.08.2016,Bærland skole ,Nei,Ja,Sommerferie
04.08.2016,Bærland skole ,Nei,Ja,Sommerferie
05.08.2016,Bærland skole ,Nei,Ja,Sommerferie
06.08.2016,Bærland skole ,Nei,Nei,Lørdag 
07.08.2016,Bærland skole ,Nei,Nei,Søndag 
08.08.2016,Bærland skole ,Nei,Ja,Sommerferie
09.08.2016,Bærland skole ,Nei,Ja,Sommerferie
10.08.2016,Bærland skole ,Nei,Ja,Sommerferie
11.08.2016,Bærland skole ,Nei,Ja,Sommerferie
12.08.2016,Bærland skole ,Nei,Ja,Sommerferie
13.08.2016,Bærland skole ,Nei,Nei,Lørdag 
14.08.2016,Bærland skole ,Nei,Nei,Søndag 
15.08.2016,Bærland skole ,Nei,Ja,Sommerferie
16.08.2016,Bærland skole ,Nei,Ja,Planleggingsdag 
17.08.2016,Bærland skole ,Ja ,Ja,1
18.08.2016,Bærland skole ,Ja ,Ja,1
19.08.2016,Bærland skole ,Ja ,Ja,1
20.08.2016,Bærland skole ,Nei,Nei,Lørdag 
21.08.2016,Bærland skole ,Nei,Nei,Søndag 
22.08.2016,Bærland skole ,Ja ,Ja 
23.08.2016,Bærland skole ,Ja ,Ja 
24.08.2016,Bærland skole ,Ja ,Ja 
25.08.2016,Bærland skole ,Ja ,Ja 
26.08.2016,Bærland skole ,Ja ,Ja 
27.08.2016,Bærland skole ,Nei,Nei,Lørdag 
28.08.2016,Bærland skole ,Nei,Nei,Søndag 
29.08.2016,Bærland skole ,Ja ,Ja 
30.08.2016,Bærland skole ,Ja ,Ja 
31.08.2016,Bærland skole ,Ja ,Ja 
01.09.2016,Bærland skole ,Ja ,Ja 
02.09.2016,Bærland skole ,Ja ,Ja 
03.09.2016,Bærland skole ,Nei,Nei,Lørdag 
04.09.2016,Bærland skole ,Nei,Nei,Søndag 
05.09.2016,Bærland skole ,Ja ,Ja 
06.09.2016,Bærland skole ,Ja ,Ja 
07.09.2016,Bærland skole ,Ja ,Ja 
08.09.2016,Bærland skole ,Ja ,Ja 
09.09.2016,Bærland skole ,Ja ,Ja 
10.09.2016,Bærland skole ,Nei,Nei,Lørdag 
11.09.2016,Bærland skole ,Nei,Nei,Søndag 
12.09.2016,Bærland skole ,Ja ,Ja 
13.09.2016,Bærland skole ,Ja ,Ja 
14.09.2016,Bærland skole ,Ja ,Ja 
15.09.2016,Bærland skole ,Ja ,Ja 
16.09.2016,Bærland skole ,Ja ,Ja 
17.09.2016,Bærland skole ,Nei,Nei,Lørdag 
18.09.2016,Bærland skole ,Nei,Nei,Søndag 
19.09.2016,Bærland skole ,Ja ,Ja 
20.09.2016,Bærland skole ,Ja ,Ja 
21.09.2016,Bærland skole ,Ja ,Ja 
22.09.2016,Bærland skole ,Ja ,Ja 
23.09.2016,Bærland skole ,Ja ,Ja 
24.09.2016,Bærland skole ,Nei,Nei,Lørdag 
25.09.2016,Bærland skole ,Nei,Nei,Søndag 
26.09.2016,Bærland skole ,Ja ,Ja 
27.09.2016,Bærland skole ,Ja ,Ja 
28.09.2016,Bærland skole ,Ja ,Ja 
29.09.2016,Bærland skole ,Ja ,Ja 
30.09.2016,Bærland skole ,Ja ,Ja 
01.10.2016,Bærland skole ,Nei,Nei,Lørdag 
02.10.2016,Bærland skole ,Nei,Nei,Søndag 
03.10.2016,Bærland skole ,Ja ,Ja 
04.10.2016,Bærland skole ,Ja ,Ja 
05.10.2016,Bærland skole ,Ja ,Ja 
06.10.2016,Bærland skole ,Ja ,Ja 
07.10.2016,Bærland skole ,Ja ,Ja 
08.10.2016,Bærland skole ,Nei,Nei,Lørdag 
09.10.2016,Bærland skole ,Nei,Nei,Søndag 
10.10.2016,Bærland skole ,Nei,Ja ,Høstferie
11.10.2016,Bærland skole ,Nei,Ja ,Høstferie
12.10.2016,Bærland skole ,Nei,Ja ,Høstferie
13.10.2016,Bærland skole ,Nei,Ja ,Høstferie
14.10.2016,Bærland skole ,Nei,Ja ,Høstferie
15.10.2016,Bærland skole ,Nei,Nei,Lørdag 
16.10.2016,Bærland skole ,Nei,Nei,Søndag 
17.10.2016,Bærland skole ,Ja ,Ja 
18.10.2016,Bærland skole ,Ja ,Ja 
19.10.2016,Bærland skole ,Ja ,Ja 
20.10.2016,Bærland skole ,Ja ,Ja 
21.10.2016,Bærland skole ,Ja ,Ja 
22.10.2016,Bærland skole ,Nei,Nei,Lørdag 
23.10.2016,Bærland skole ,Nei,Nei,Søndag 
24.10.2016,Bærland skole ,Ja ,Ja 
25.10.2016,Bærland skole ,Ja ,Ja 
26.10.2016,Bærland skole ,Ja ,Ja 
27.10.2016,Bærland skole ,Ja ,Ja 
28.10.2016,Bærland skole ,Ja ,Ja 
29.10.2016,Bærland skole ,Nei,Nei,Lørdag 
30.10.2016,Bærland skole ,Nei,Nei,Søndag 
31.10.2016,Bærland skole ,Ja ,Ja 
01.11.2016,Bærland skole ,Ja ,Ja 
02.11.2016,Bærland skole ,Ja ,Ja 
03.11.2016,Bærland skole ,Ja ,Ja 
04.11.2016,Bærland skole ,Ja ,Ja 
05.11.2016,Bærland skole ,Nei,Nei,Lørdag 
06.11.2016,Bærland skole ,Nei,Nei,Søndag 
07.11.2016,Bærland skole ,Ja ,Ja 
08.11.2016,Bærland skole ,Ja ,Ja 
09.11.2016,Bærland skole ,Ja ,Ja 
10.11.2016,Bærland skole ,Ja ,Ja 
11.11.2016,Bærland skole ,Ja ,Ja 
12.11.2016,Bærland skole ,Nei,Nei,Lørdag 
13.11.2016,Bærland skole ,Nei,Nei,Søndag 
14.11.2016,Bærland skole ,Ja ,Ja 
15.11.2016,Bærland skole ,Ja ,Ja 
16.11.2016,Bærland skole ,Ja ,Ja 
17.11.2016,Bærland skole ,Ja ,Ja 
18.11.2016,Bærland skole ,Nei,Ja ,Planleggingsdag 
19.11.2016,Bærland skole ,Nei,Nei,Lørdag 
20.11.2016,Bærland skole ,Nei,Nei,Søndag 
21.11.2016,Bærland skole ,Ja ,Ja 
22.11.2016,Bærland skole ,Ja ,Ja 
23.11.2016,Bærland skole ,Ja ,Ja 
24.11.2016,Bærland skole ,Ja ,Ja 
25.11.2016,Bærland skole ,Ja ,Ja 
26.11.2016,Bærland skole ,Nei,Nei,Lørdag 
27.11.2016,Bærland skole ,Nei,Nei,Søndag 
28.11.2016,Bærland skole ,Ja ,Ja 
29.11.2016,Bærland skole ,Ja ,Ja 
30.11.2016,Bærland skole ,Ja ,Ja 
01.12.2016,Bærland skole ,Ja ,Ja 
02.12.2016,Bærland skole ,Ja ,Ja 
03.12.2016,Bærland skole ,Nei,Nei,Lørdag 
04.12.2016,Bærland skole ,Nei,Nei,Søndag 
05.12.2016,Bærland skole ,Ja ,Ja 
06.12.2016,Bærland skole ,Ja ,Ja 
07.12.2016,Bærland skole ,Ja ,Ja 
08.12.2016,Bærland skole ,Ja ,Ja 
09.12.2016,Bærland skole ,Ja ,Ja 
10.12.2016,Bærland skole ,Nei,Nei,Lørdag 
11.12.2016,Bærland skole ,Nei,Nei,Søndag 
12.12.2016,Bærland skole ,Ja ,Ja 
13.12.2016,Bærland skole ,Ja ,Ja 
14.12.2016,Bærland skole ,Ja ,Ja 
15.12.2016,Bærland skole ,Ja ,Ja 
16.12.2016,Bærland skole ,Ja ,Ja ,Siste skoledag før jul 
17.12.2016,Bærland skole ,Nei,Nei,Lørdag 
18.12.2016,Bærland skole ,Nei,Nei,Søndag 
19.12.2016,Bærland skole ,Nei,Ja ,Planleggingsdag
20.12.2016,Bærland skole ,Nei,Ja ,Planleggingsdag
21.12.2016,Bærland skole ,Nei,Ja ,Juleferie
22.12.2016,Bærland skole ,Nei,Ja ,Juleferie
23.12.2016,Bærland skole ,Nei,Ja ,Juleferie
24.12.2016,Bærland skole ,Nei,Nei,Lørdag 
25.12.2016,Bærland skole ,Nei,Nei,Søndag 
26.12.2016,Bærland skole ,Nei,Nei,2.juledag
27.12.2016,Bærland skole ,Nei,Ja ,Juleferie
28.12.2016,Bærland skole ,Nei,Ja ,Juleferie
29.12.2016,Bærland skole ,Nei,Ja ,Juleferie
30.12.2016,Bærland skole ,Nei,Ja ,Juleferie
31.12.2016,Bærland skole ,Nei,Nei,Lørdag 
01.01.2017,Bærland skole ,Nei,Nei,Søndag 
02.01.2017,Bærland skole ,Ja ,Ja ,Første skoledag etter jul
03.01.2017,Bærland skole ,Ja ,Ja 
04.01.2017,Bærland skole ,Ja ,Ja 
05.01.2017,Bærland skole ,Ja ,Ja 
06.01.2017,Bærland skole ,Ja ,Ja 
07.01.2017,Bærland skole ,Nei,Nei,Lørdag 
08.01.2017,Bærland skole ,Nei,Nei,Søndag 
09.01.2017,Bærland skole ,Ja ,Ja 
10.01.2017,Bærland skole ,Ja ,Ja 
11.01.2017,Bærland skole ,Ja ,Ja 
12.01.2017,Bærland skole ,Ja ,Ja 
13.01.2017,Bærland skole ,Ja ,Ja 
14.01.2017,Bærland skole ,Nei,Nei,Lørdag 
15.01.2017,Bærland skole ,Nei,Nei,Søndag 
16.01.2017,Bærland skole ,Ja ,Ja 
17.01.2017,Bærland skole ,Ja ,Ja 
18.01.2017,Bærland skole ,Ja ,Ja 
19.01.2017,Bærland skole ,Ja ,Ja 
20.01.2017,Bærland skole ,Ja ,Ja 
21.01.2017,Bærland skole ,Nei,Nei,Lørdag 
22.01.2017,Bærland skole ,Nei,Nei,Søndag 
23.01.2017,Bærland skole ,Ja ,Ja 
24.01.2017,Bærland skole ,Ja ,Ja 
25.01.2017,Bærland skole ,Ja ,Ja 
26.01.2017,Bærland skole ,Ja ,Ja 
27.01.2017,Bærland skole ,Ja ,Ja 
28.01.2017,Bærland skole ,Nei,Nei,Lørdag 
29.01.2017,Bærland skole ,Nei,Nei,Søndag 
30.01.2017,Bærland skole ,Ja ,Ja 
31.01.2017,Bærland skole ,Ja ,Ja 
01.02.2017,Bærland skole ,Ja ,Ja 
02.02.2017,Bærland skole ,Ja ,Ja 
03.02.2017,Bærland skole ,Ja ,Ja 
04.02.2017,Bærland skole ,Nei,Nei,Lørdag 
05.02.2017,Bærland skole ,Nei,Nei,Søndag 
06.02.2017,Bærland skole ,Ja ,Ja 
07.02.2017,Bærland skole ,Ja ,Ja 
08.02.2017,Bærland skole ,Ja ,Ja 
09.02.2017,Bærland skole ,Ja ,Ja 
10.02.2017,Bærland skole ,Ja ,Ja 
11.02.2017,Bærland skole ,Nei,Nei,Lørdag 
12.02.2017,Bærland skole ,Nei,Nei,Søndag 
13.02.2017,Bærland skole ,Ja ,Ja 
14.02.2017,Bærland skole ,Ja ,Ja 
15.02.2017,Bærland skole ,Ja ,Ja 
16.02.2017,Bærland skole ,Ja ,Ja 
17.02.2017,Bærland skole ,Ja ,Ja 
18.02.2017,Bærland skole ,Nei,Nei,Lørdag 
19.02.2017,Bærland skole ,Nei,Nei,Søndag 
20.02.2017,Bærland skole ,Ja ,Ja 
21.02.2017,Bærland skole ,Ja ,Ja 
22.02.2017,Bærland skole ,Ja ,Ja 
23.02.2017,Bærland skole ,Ja ,Ja 
24.02.2017,Bærland skole ,Ja ,Ja 
25.02.2017,Bærland skole ,Nei,Nei,Lørdag 
26.02.2017,Bærland skole ,Nei,Nei,Søndag 
27.02.2017,Bærland skole ,Nei,Ja ,Vinterferie
28.02.2017,Bærland skole ,Nei,Ja ,Vinterferie
01.03.2017,Bærland skole ,Nei,Ja ,Vinterferie
02.03.2017,Bærland skole ,Nei,Ja ,Vinterferie
03.03.2017,Bærland skole ,Nei,Ja ,Vinterferie
04.03.2017,Bærland skole ,Nei,Nei,Lørdag 
05.03.2017,Bærland skole ,Nei,Nei,Søndag 
06.03.2017,Bærland skole ,Ja ,Ja 
07.03.2017,Bærland skole ,Ja ,Ja 
08.03.2017,Bærland skole ,Ja ,Ja 
09.03.2017,Bærland skole ,Ja ,Ja 
10.03.2017,Bærland skole ,Ja ,Ja 
11.03.2017,Bærland skole ,Nei,Nei,Lørdag 
12.03.2017,Bærland skole ,Nei,Nei,Søndag 
13.03.2017,Bærland skole ,Ja ,Ja 
14.03.2017,Bærland skole ,Ja ,Ja 
15.03.2017,Bærland skole ,Ja ,Ja 
16.03.2017,Bærland skole ,Ja ,Ja 
17.03.2017,Bærland skole ,Ja ,Ja 
18.03.2017,Bærland skole ,Nei,Nei,Lørdag 
19.03.2017,Bærland skole ,Nei,Nei,Søndag 
20.03.2017,Bærland skole ,Ja ,Ja 
21.03.2017,Bærland skole ,Ja ,Ja 
22.03.2017,Bærland skole ,Ja ,Ja 
23.03.2017,Bærland skole ,Ja ,Ja 
24.03.2017,Bærland skole ,Ja ,Ja 
25.03.2017,Bærland skole ,Nei,Nei,Lørdag 
26.03.2017,Bærland skole ,Nei,Nei,Søndag 
27.03.2017,Bærland skole ,Ja ,Ja 
28.03.2017,Bærland skole ,Ja ,Ja 
29.03.2017,Bærland skole ,Ja ,Ja 
30.03.2017,Bærland skole ,Ja ,Ja 
31.03.2017,Bærland skole ,Ja ,Ja 
01.04.2017,Bærland skole ,Nei,Nei,Lørdag 
02.04.2017,Bærland skole ,Nei,Nei,Søndag 
03.04.2017,Bærland skole ,Ja ,Ja 
04.04.2017,Bærland skole ,Ja ,Ja 
05.04.2017,Bærland skole ,Ja ,Ja 
06.04.2017,Bærland skole ,Ja ,Ja 
07.04.2017,Bærland skole ,Ja ,Ja 
08.04.2017,Bærland skole ,Nei,Nei,Lørdag 
09.04.2017,Bærland skole ,Nei,Nei,Søndag 
10.04.2017,Bærland skole ,Nei,Ja ,Påskeferie
11.04.2017,Bærland skole ,Nei,Ja ,Påskeferie
12.04.2017,Bærland skole ,Nei,nei,Påskeferie
13.04.2017,Bærland skole ,Nei,Nei,Påskeferie/Helligdag 
14.04.2017,Bærland skole ,Nei,Nei,Påskeferie/Helligdag 
15.04.2017,Bærland skole ,Nei,Nei,Lørdag 
16.04.2017,Bærland skole ,Nei,Nei,Søndag 
17.04.2017,Bærland skole ,Nei,Nei,Påskeferie/Helligdag 
18.04.2017,Bærland skole ,Ja ,Ja 
19.04.2017,Bærland skole ,Ja ,Ja 
20.04.2017,Bærland skole ,Ja ,Ja 
21.04.2017,Bærland skole ,Ja ,Ja 
22.04.2017,Bærland skole ,Nei,Nei,Lørdag 
23.04.2017,Bærland skole ,Nei,Nei,Søndag 
24.04.2017,Bærland skole ,Ja ,Ja 
25.04.2017,Bærland skole ,Ja ,Ja 
26.04.2017,Bærland skole ,Ja ,Ja 
27.04.2017,Bærland skole ,Ja ,Ja 
28.04.2017,Bærland skole ,Ja ,Ja 
29.04.2017,Bærland skole ,Nei,Nei,Lørdag 
30.04.2017,Bærland skole ,Nei,Nei,Søndag 
01.05.2017,Bærland skole ,Nei,Nei,Off.fridag 
02.05.2017,Bærland skole ,Ja ,Ja,1
03.05.2017,Bærland skole ,Ja ,Ja,1
04.05.2017,Bærland skole ,Ja ,Ja,1
05.05.2017,Bærland skole ,Ja ,Ja,1
06.05.2017,Bærland skole ,Nei,Nei,Lørdag 
07.05.2017,Bærland skole ,Nei,Nei,Søndag 
08.05.2017,Bærland skole ,Ja ,Ja 
09.05.2017,Bærland skole ,Ja ,Ja 
10.05.2017,Bærland skole ,Ja ,Ja 
11.05.2017,Bærland skole ,Ja ,Ja 
12.05.2017,Bærland skole ,Ja ,Ja 
13.05.2017,Bærland skole ,Nei,Nei,Lørdag 
14.05.2017,Bærland skole ,Nei,Nei,Søndag 
15.05.2017,Bærland skole ,Ja ,Ja,1
16.05.2017,Bærland skole ,Ja ,Ja,1
17.05.2017,Bærland skole ,Nei,Nei,Grunnlovsdag 
18.05.2017,Bærland skole ,Ja ,Ja,1
19.05.2017,Bærland skole ,Ja ,Ja,1
20.05.2017,Bærland skole ,Nei,Nei,Lørdag 
21.05.2017,Bærland skole ,Nei,Nei,Søndag 
22.05.2017,Bærland skole ,Ja ,Ja,1
23.05.2017,Bærland skole ,Ja ,Ja,1
24.05.2017,Bærland skole ,Ja ,Ja,1
25.05.2017,Bærland skole ,Nei,Nei,Kr.H.f
26.05.2017,Bærland skole ,Nei,Ja,Fridag for elevene 
27.05.2017,Bærland skole ,Nei,Nei,Lørdag 
28.05.2017,Bærland skole ,Nei,Nei,Søndag 
29.05.2017,Bærland skole ,Ja ,Ja 
30.05.2017,Bærland skole ,Ja ,Ja 
31.05.2017,Bærland skole ,Ja ,Ja 
01.06.2017,Bærland skole ,Ja ,Ja 
02.06.2017,Bærland skole ,Ja ,Ja 
03.06.2017,Bærland skole ,Nei,Nei,Lørdag 
04.06.2017,Bærland skole ,Nei,Nei,Søndag 
05.06.2017,Bærland skole ,Nei,Nei ,2.Pinsedag 
06.06.2017,Bærland skole ,Ja ,Ja,1
07.06.2017,Bærland skole ,Ja ,Ja,1
08.06.2017,Bærland skole ,Ja ,Ja,1
09.06.2017,Bærland skole ,Ja ,Ja,1
10.06.2017,Bærland skole ,Nei,Nei,Lørdag 
11.06.2017,Bærland skole ,Nei,Nei,Søndag 
12.06.2017,Bærland skole ,Ja ,Ja 
13.06.2017,Bærland skole ,Ja ,Ja 
14.06.2017,Bærland skole ,Ja ,Ja 
15.06.2017,Bærland skole ,Ja ,Ja 
16.06.2017,Bærland skole ,Ja ,Ja 
17.06.2017,Bærland skole ,Nei,Nei,Lørdag 
18.06.2017,Bærland skole ,Nei,Nei,Søndag 
19.06.2017,Bærland skole ,Ja ,Ja,1
20.06.2017,Bærland skole ,Ja ,Ja,1
21.06.2017,Bærland skole ,Ja ,Ja,1
22.06.2017,Bærland skole ,Ja ,Ja,Siste skoledag for elevene 
23.06.2017,Bærland skole ,Nei,Ja,Sommerferie 
24.06.2017,Bærland skole ,Nei,Nei,Lørdag 
25.06.2017,Bærland skole ,Nei,Nei,Søndag 
26.06.2017,Bærland skole ,Nei,Ja ,Sommerferie
27.06.2017,Bærland skole ,Nei,Ja ,Sommerferie
28.06.2017,Bærland skole ,Nei,Ja ,Sommerferie
29.06.2017,Bærland skole ,Nei,Ja ,Sommerferie
30.06.2017,Bærland skole ,Nei,Ja ,Sommerferie 
01.07.2017,Bærland skole ,Nei,Nei,Lørdag 
02.07.2017,Bærland skole ,Nei,Nei,Søndag 
03.07.2017,Bærland skole ,Nei,Nei,Sommerferie
04.07.2017,Bærland skole ,Nei,Nei,Sommerferie
05.07.2017,Bærland skole ,Nei,Nei,Sommerferie
06.07.2017,Bærland skole ,Nei,Nei,Sommerferie
07.07.2017,Bærland skole ,Nei,Nei,Sommerferie 
08.07.2017,Bærland skole ,Nei,Nei,Lørdag 
09.07.2017,Bærland skole ,Nei,Nei,Søndag 
10.07.2017,Bærland skole ,Nei,Nei,Sommerferie
11.07.2017,Bærland skole ,Nei,Nei,Sommerferie
12.07.2017,Bærland skole ,Nei,Nei,Sommerferie
13.07.2017,Bærland skole ,Nei,Nei,Sommerferie
14.07.2017,Bærland skole ,Nei,Nei,Sommerferie 
15.07.2017,Bærland skole ,Nei,Nei,Lørdag 
16.07.2017,Bærland skole ,Nei,Nei,Søndag 
17.07.2017,Bærland skole ,Nei,Nei,Sommerferie
18.07.2017,Bærland skole ,Nei,Nei,Sommerferie
19.07.2017,Bærland skole ,Nei,Nei,Sommerferie
20.07.2017,Bærland skole ,Nei,Nei,Sommerferie
21.07.2017,Bærland skole ,Nei,Nei,Sommerferie 
22.07.2017,Bærland skole ,Nei,Nei,Lørdag 
23.07.2017,Bærland skole ,Nei,Nei,Søndag 
24.07.2017,Bærland skole ,Nei,Nei,Sommerferie
25.07.2017,Bærland skole ,Nei,Nei,Sommerferie
26.07.2017,Bærland skole ,Nei,Nei,Sommerferie
27.07.2017,Bærland skole ,Nei,Nei,Sommerferie
28.07.2017,Bærland skole ,Nei,Nei,Sommerferie 
29.07.2017,Bærland skole ,Nei,Nei,Lørdag 
30.07.2017,Bærland skole ,Nei,Nei,Søndag 
31.07.2017,Bærland skole ,Nei,Nei,Sommerferie 
01.06.2016,Dirdal skole ,Ja,Ja,1
02.06.2016,Dirdal skole ,Ja,Ja,1
03.06.2016,Dirdal skole ,Ja,Ja,1
04.06.2016,Dirdal skole ,Nei,Nei,Lørdag 
05.06.2016,Dirdal skole ,Nei,Nei,Søndag 
06.06.2016,Dirdal skole ,Ja,Ja,1
07.06.2016,Dirdal skole ,Ja,Ja,1
08.06.2016,Dirdal skole ,Ja,Ja,1
09.06.2016,Dirdal skole ,Ja,Ja,1
10.06.2016,Dirdal skole ,Ja,Ja,1
11.06.2016,Dirdal skole ,Nei,Nei,Lørdag 
12.06.2016,Dirdal skole ,Nei,Nei,Søndag 
13.06.2016,Dirdal skole ,Ja,Ja,1
14.06.2016,Dirdal skole ,Ja,Ja,1
15.06.2016,Dirdal skole ,Ja,Ja,1
16.06.2016,Dirdal skole ,Ja,Ja,1
17.06.2016,Dirdal skole ,Ja,Ja,1
18.06.2016,Dirdal skole ,Nei,Nei,Lørdag 
19.06.2016,Dirdal skole ,Nei,Nei,Søndag 
20.06.2016,Dirdal skole ,Ja,Ja,1
21.06.2016,Dirdal skole ,Ja,Ja,1
22.06.2016,Dirdal skole ,Ja,Ja,Siste dag før sommerferie 
23.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
24.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
25.06.2016,Dirdal skole ,Nei,Nei,Lørdag 
26.06.2016,Dirdal skole ,Nei,Nei,Søndag 
27.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
28.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
29.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
30.06.2016,Dirdal skole ,Nei,Ja,Sommerferie 
01.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
02.07.2016,Dirdal skole ,Nei,Nei,Lørdag 
03.07.2016,Dirdal skole ,Nei,Nei,Søndag 
04.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
05.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
06.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
07.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
08.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
09.07.2016,Dirdal skole ,Nei,Nei,Lørdag 
10.07.2016,Dirdal skole ,Nei,Nei,Søndag 
11.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
12.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
13.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
14.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
15.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
16.07.2016,Dirdal skole ,Nei,Nei,Lørdag 
17.07.2016,Dirdal skole ,Nei,Nei,Søndag 
18.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
19.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
20.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
21.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
22.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
23.07.2016,Dirdal skole ,Nei,Nei,Lørdag 
24.07.2016,Dirdal skole ,Nei,Nei,Søndag 
25.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
26.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
27.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
28.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
29.07.2016,Dirdal skole ,Nei,Nei,Sommerferie 
30.07.2016,Dirdal skole ,Nei,Nei,Lørdag 
31.07.2016,Dirdal skole ,Nei,Nei,Søndag 
01.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
02.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
03.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
04.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
05.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
06.08.2016,Dirdal skole ,Nei,Nei,Lørdag 
07.08.2016,Dirdal skole ,Nei,Nei,Søndag 
08.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
09.08.2016,Dirdal skole ,Nei,Ja,Sommerferie 
